Date,Open,High,Low,Close
2021-01-03 19:45:00,12843.107,12843.599,12840.139,12840.489
2021-01-03 19:46:00,12840.769,12840.899,12833.659,12833.659
2021-01-03 19:47:00,12833.119,12836.719,12833.119,12835.719
2021-01-03 19:48:00,12835.409,12837.389,12831.837,12837.219
2021-01-03 19:49:00,12837.287,12838.689,12834.489,12835.239
2021-01-03 19:50:00,12835.319,12837.689,12834.119,12837.179
2021-01-03 19:51:00,12837.117,12838.589,12836.329,12837.409
2021-01-03 19:52:00,12837.479,12838.639,12836.419,12837.649
2021-01-03 19:53:00,12837.819,12839.179,12836.939,12837.859
2021-01-03 19:54:00,12837.979,12838.809,12834.739,12834.969
2021-01-03 19:55:00,12835.219,12836.699,12832.699,12834.179
2021-01-03 19:56:00,12834.009,12834.589,12828.759,12828.759
2021-01-03 19:57:00,12828.599,12831.009,12827.339,12830.409
2021-01-03 19:58:00,12830.189,12836.409,12830.189,12835.409
2021-01-03 19:59:00,12835.659,12839.159,12834.879,12836.699
2021-01-03 20:00:00,12835.379,12841.279,12835.379,12838.909
2021-01-03 20:01:00,12839.009,12842.589,12838.849,12842.399
2021-01-03 20:02:00,12842.369,12844.659,12841.419,12842.879
2021-01-03 20:03:00,12842.859,12843.639,12840.839,12841.419
2021-01-03 20:04:00,12841.389,12841.599,12838.749,12840.429
2021-01-03 20:05:00,12840.119,12845.199,12839.389,12844.939
2021-01-03 20:06:00,12844.649,12847.899,12844.139,12847.629
2021-01-03 20:07:00,12847.369,12848.909,12845.429,12848.599
2021-01-03 20:08:00,12848.499,12849.999,12846.129,12849.679
2021-01-03 20:09:00,12849.789,12855.159,12849.399,12852.629
2021-01-03 20:10:00,12852.399,12853.199,12850.899,12852.849
2021-01-03 20:11:00,12852.857,12853.099,12850.499,12850.699
2021-01-03 20:12:00,12850.439,12850.907,12847.949,12848.699
2021-01-03 20:13:00,12848.299,12850.599,12847.249,12847.989
2021-01-03 20:14:00,12848.177,12849.099,12847.729,12847.969
2021-01-03 20:15:00,12847.927,12848.009,12844.319,12844.609
2021-01-03 20:16:00,12844.677,12847.099,12843.459,12845.319
2021-01-03 20:17:00,12845.329,12845.919,12842.469,12843.199
2021-01-03 20:18:00,12842.919,12844.699,12842.669,12843.309
2021-01-03 20:19:00,12843.237,12843.699,12841.139,12843.479
2021-01-03 20:20:00,12843.389,12844.209,12841.919,12843.179
2021-01-03 20:21:00,12843.189,12847.389,12842.419,12847.369
2021-01-03 20:22:00,12847.309,12847.519,12843.859,12843.859
2021-01-03 20:23:00,12843.867,12846.019,12843.629,12846.019
2021-01-03 20:24:00,12845.957,12848.899,12845.429,12848.729
2021-01-03 20:25:00,12848.789,12850.199,12846.829,12847.999
2021-01-03 20:26:00,12848.139,12848.999,12846.207,12846.999
2021-01-03 20:27:00,12846.767,12847.209,12843.509,12843.799
2021-01-03 20:28:00,12843.369,12845.289,12843.289,12844.899
2021-01-03 20:29:00,12844.899,12846.099,12844.319,12845.709
2021-01-03 20:30:00,12845.989,12847.099,12844.329,12844.649
2021-01-03 20:31:00,12845.319,12846.989,12843.699,12843.779
2021-01-03 20:32:00,12843.829,12844.489,12840.419,12841.199
2021-01-03 20:33:00,12840.759,12841.099,12837.489,12839.649
2021-01-03 20:34:00,12839.799,12842.219,12838.349,12839.119
2021-01-03 20:35:00,12839.089,12842.889,12838.239,12842.609
2021-01-03 20:36:00,12843.149,12844.899,12842.219,12842.999
2021-01-03 20:37:00,12842.849,12843.989,12842.439,12843.889
2021-01-03 20:38:00,12843.769,12845.279,12843.719,12844.859
2021-01-03 20:39:00,12844.659,12845.499,12843.939,12845.139
2021-01-03 20:40:00,12845.169,12847.409,12844.849,12847.379
2021-01-03 20:41:00,12847.209,12848.889,12846.129,12848.379
2021-01-03 20:42:00,12848.709,12849.389,12847.379,12849.159
2021-01-03 20:43:00,12849.229,12849.589,12846.399,12846.399
2021-01-03 20:44:00,12846.339,12847.219,12844.219,12846.399
2021-01-03 20:45:00,12846.489,12847.919,12846.179,12847.219
2021-01-03 20:46:00,12847.397,12847.699,12844.229,12845.769
2021-01-03 20:47:00,12845.837,12848.499,12844.969,12848.139
2021-01-03 20:48:00,12848.159,12849.099,12847.459,12848.879
2021-01-03 20:49:00,12849.349,12851.899,12849.169,12851.279
2021-01-03 20:50:00,12851.159,12851.989,12849.779,12850.649
2021-01-03 20:51:00,12850.699,12851.989,12849.839,12850.849
2021-01-03 20:52:00,12850.867,12851.989,12850.649,12851.299
2021-01-03 20:53:00,12851.449,12852.709,12851.339,12852.209
2021-01-03 20:54:00,12851.719,12852.209,12848.649,12849.409
2021-01-03 20:55:00,12849.497,12850.589,12848.319,12849.819
2021-01-03 20:56:00,12849.827,12850.639,12849.629,12850.399
2021-01-03 20:57:00,12850.459,12851.699,12849.469,12849.469
2021-01-03 20:58:00,12849.329,12851.999,12849.229,12851.389
2021-01-03 20:59:00,12851.479,12852.899,12851.149,12852.899
2021-01-03 21:00:00,12852.747,12857.169,12852.429,12855.979
2021-01-03 21:01:00,12856.159,12856.219,12854.139,12854.769
2021-01-03 21:02:00,12854.859,12857.899,12854.839,12857.349
2021-01-03 21:03:00,12857.499,12859.419,12856.299,12856.889
2021-01-03 21:04:00,12856.849,12857.397,12855.469,12856.619
2021-01-03 21:05:00,12856.479,12857.417,12856.149,12856.809
2021-01-03 21:06:00,12857.189,12857.649,12856.149,12857.169
2021-01-03 21:07:00,12857.269,12858.189,12856.159,12857.169
2021-01-03 21:08:00,12857.307,12859.199,12856.739,12858.709
2021-01-03 21:09:00,12858.669,12859.599,12857.929,12858.249
2021-01-03 21:10:00,12858.379,12859.889,12858.279,12858.729
2021-01-03 21:11:00,12858.379,12859.599,12856.829,12857.639
2021-01-03 21:12:00,12857.599,12858.259,12855.959,12856.219
2021-01-03 21:13:00,12856.369,12857.699,12856.109,12857.189
2021-01-03 21:14:00,12857.289,12859.099,12857.129,12858.189
2021-01-03 21:15:00,12858.729,12859.889,12858.699,12859.149
2021-01-03 21:16:00,12859.289,12860.689,12858.699,12860.119
2021-01-03 21:17:00,12860.239,12864.899,12860.209,12864.159
2021-01-03 21:18:00,12864.319,12865.099,12861.939,12864.389
2021-01-03 21:19:00,12864.289,12864.689,12862.289,12862.329
2021-01-03 21:20:00,12862.367,12863.389,12861.189,12861.599
2021-01-03 21:21:00,12861.899,12863.699,12861.649,12862.829
2021-01-03 21:22:00,12862.989,12863.889,12862.269,12862.909
2021-01-03 21:23:00,12862.999,12863.599,12862.139,12862.989
2021-01-03 21:24:00,12862.829,12863.719,12861.259,12861.389
2021-01-03 21:25:00,12861.459,12863.169,12861.139,12863.169
2021-01-03 21:26:00,12863.009,12863.719,12862.339,12863.479
2021-01-03 21:27:00,12863.447,12864.099,12862.949,12863.489
2021-01-03 21:28:00,12863.687,12864.589,12862.929,12863.339
2021-01-03 21:29:00,12863.309,12863.999,12862.369,12862.489
2021-01-03 21:30:00,12862.909,12864.187,12862.729,12863.619
2021-01-03 21:31:00,12863.657,12865.187,12863.329,12864.649
2021-01-03 21:32:00,12864.989,12866.899,12864.429,12866.159
2021-01-03 21:33:00,12865.919,12867.899,12865.629,12866.299
2021-01-03 21:34:00,12866.307,12866.307,12865.199,12865.679
2021-01-03 21:35:00,12865.809,12866.399,12863.629,12863.959
2021-01-03 21:36:00,12863.359,12864.139,12861.209,12861.209
2021-01-03 21:37:00,12860.819,12861.907,12858.789,12859.179
2021-01-03 21:38:00,12859.157,12860.089,12857.219,12857.219
2021-01-03 21:39:00,12857.249,12858.269,12856.219,12857.409
2021-01-03 21:40:00,12857.387,12858.889,12857.179,12858.109
2021-01-03 21:41:00,12857.739,12858.889,12857.359,12857.899
2021-01-03 21:42:00,12857.899,12857.899,12856.129,12856.669
2021-01-03 21:43:00,12856.409,12856.899,12855.959,12856.607
2021-01-03 21:44:00,12856.439,12858.499,12856.149,12858.169
2021-01-03 21:45:00,12858.117,12858.409,12856.169,12856.849
2021-01-03 21:46:00,12857.009,12857.309,12856.229,12857.309
2021-01-03 21:47:00,12856.969,12857.709,12856.629,12857.299
2021-01-03 21:48:00,12857.227,12857.589,12856.669,12857.089
2021-01-03 21:49:00,12856.979,12859.189,12856.739,12858.339
2021-01-03 21:50:00,12858.419,12859.199,12858.219,12859.009
2021-01-03 21:51:00,12859.159,12859.219,12856.829,12857.189
2021-01-03 21:52:00,12857.289,12857.899,12856.929,12857.889
2021-01-03 21:53:00,12857.899,12858.719,12857.359,12857.879
2021-01-03 21:54:00,12857.949,12858.889,12857.639,12858.619
2021-01-03 21:55:00,12858.739,12859.219,12857.139,12857.479
2021-01-03 21:56:00,12857.599,12859.189,12857.149,12859.139
2021-01-03 21:57:00,12858.809,12861.399,12858.639,12860.699
2021-01-03 21:58:00,12860.869,12860.869,12859.179,12860.149
2021-01-03 21:59:00,12860.289,12861.309,12859.739,12860.939
2021-01-03 22:00:00,12861.189,12861.889,12859.119,12859.359
2021-01-03 22:01:00,12859.409,12859.519,12857.839,12859.389
2021-01-03 22:02:00,12859.159,12859.669,12858.159,12858.419
2021-01-03 22:03:00,12858.699,12859.389,12857.919,12858.939
2021-01-03 22:04:00,12859.109,12859.889,12858.149,12859.419
2021-01-03 22:05:00,12859.347,12860.389,12859.149,12859.499
2021-01-03 22:06:00,12859.499,12859.989,12858.489,12859.499
2021-01-03 22:07:00,12859.649,12862.669,12859.419,12862.399
2021-01-03 22:08:00,12862.307,12865.399,12862.239,12864.799
2021-01-03 22:09:00,12864.767,12865.669,12864.199,12865.589
2021-01-03 22:10:00,12865.357,12866.209,12864.769,12865.409
2021-01-03 22:11:00,12865.769,12866.189,12864.209,12865.149
2021-01-03 22:12:00,12865.309,12866.199,12865.129,12865.809
2021-01-03 22:13:00,12865.879,12866.809,12865.729,12865.919
2021-01-03 22:14:00,12866.119,12867.699,12865.859,12867.399
2021-01-03 22:15:00,12867.119,12867.989,12865.329,12866.169
2021-01-03 22:16:00,12866.489,12867.089,12865.979,12866.479
2021-01-03 22:17:00,12866.749,12867.209,12866.249,12866.889
2021-01-03 22:18:00,12866.999,12868.179,12866.209,12867.919
2021-01-03 22:19:00,12868.209,12869.869,12866.919,12867.409
2021-01-03 22:20:00,12867.619,12869.157,12867.449,12868.809
2021-01-03 22:21:00,12868.927,12869.899,12868.319,12869.669
2021-01-03 22:22:00,12869.369,12870.509,12868.989,12869.229
2021-01-03 22:23:00,12869.469,12870.999,12869.239,12870.149
2021-01-03 22:24:00,12870.319,12870.519,12869.489,12870.319
2021-01-03 22:25:00,12870.407,12870.747,12869.879,12870.659
2021-01-03 22:26:00,12870.409,12871.209,12870.219,12871.209
2021-01-03 22:27:00,12871.309,12871.899,12870.329,12871.389
2021-01-03 22:28:00,12871.199,12874.909,12871.199,12874.099
2021-01-03 22:29:00,12874.009,12874.509,12873.309,12873.329
2021-01-03 22:30:00,12873.369,12874.689,12873.189,12873.879
2021-01-03 22:31:00,12873.909,12874.399,12872.629,12874.129
2021-01-03 22:32:00,12873.909,12875.399,12873.389,12874.919
2021-01-03 22:33:00,12875.219,12875.219,12874.129,12874.869
2021-01-03 22:34:00,12875.389,12875.389,12874.229,12874.719
2021-01-03 22:35:00,12874.679,12875.209,12873.359,12873.469
2021-01-03 22:36:00,12873.229,12873.599,12871.747,12871.899
2021-01-03 22:37:00,12871.819,12873.599,12871.819,12873.389
2021-01-03 22:38:00,12873.409,12874.399,12873.309,12874.399
2021-01-03 22:39:00,12874.189,12875.489,12873.869,12874.389
2021-01-03 22:40:00,12874.799,12875.477,12874.109,12874.499
2021-01-03 22:41:00,12874.649,12874.689,12872.649,12873.249
2021-01-03 22:42:00,12873.289,12873.999,12872.819,12872.819
2021-01-03 22:43:00,12872.817,12873.679,12871.839,12872.099
2021-01-03 22:44:00,12871.999,12872.899,12871.639,12872.389
2021-01-03 22:45:00,12871.969,12872.489,12870.319,12871.329
2021-01-03 22:46:00,12871.417,12871.899,12870.449,12870.699
2021-01-03 22:47:00,12870.719,12872.089,12870.709,12871.679
2021-01-03 22:48:00,12871.819,12872.989,12871.749,12872.749
2021-01-03 22:49:00,12872.747,12872.989,12871.919,12871.989
2021-01-03 22:50:00,12872.149,12873.279,12872.139,12872.399
2021-01-03 22:51:00,12872.197,12872.389,12868.919,12869.909
2021-01-03 22:52:00,12869.999,12870.369,12868.919,12868.979
2021-01-03 22:53:00,12869.169,12869.799,12868.399,12869.689
2021-01-03 22:54:00,12869.379,12869.689,12868.479,12869.259
2021-01-03 22:55:00,12869.409,12870.009,12868.679,12869.839
2021-01-03 22:56:00,12869.489,12870.399,12868.929,12870.099
2021-01-03 22:57:00,12869.909,12871.589,12869.679,12871.129
2021-01-03 22:58:00,12871.279,12872.837,12870.719,12872.819
2021-01-03 22:59:00,12872.749,12873.897,12872.369,12872.679
2021-01-03 23:00:00,12872.809,12875.959,12872.649,12875.369
2021-01-03 23:01:00,12875.639,12876.319,12875.169,12875.719
2021-01-03 23:02:00,12875.909,12876.469,12874.329,12874.769
2021-01-03 23:03:00,12874.737,12876.399,12874.629,12876.259
2021-01-03 23:04:00,12876.319,12876.907,12875.339,12875.339
2021-01-03 23:05:00,12875.459,12875.667,12873.949,12873.949
2021-01-03 23:06:00,12874.147,12874.589,12873.389,12874.459
2021-01-03 23:07:00,12874.999,12875.389,12874.319,12874.319
2021-01-03 23:08:00,12874.819,12876.867,12874.819,12876.429
2021-01-03 23:09:00,12876.699,12876.999,12875.359,12875.359
2021-01-03 23:10:00,12875.367,12876.899,12875.139,12875.979
2021-01-03 23:11:00,12876.119,12876.999,12875.939,12876.609
2021-01-03 23:12:00,12876.637,12877.889,12876.269,12877.679
2021-01-03 23:13:00,12877.699,12878.909,12877.419,12878.629
2021-01-03 23:14:00,12878.399,12879.409,12878.329,12878.509
2021-01-03 23:15:00,12878.589,12878.589,12876.329,12877.639
2021-01-03 23:16:00,12877.749,12879.389,12877.749,12878.909
2021-01-03 23:17:00,12878.837,12878.999,12876.219,12877.139
2021-01-03 23:18:00,12877.137,12877.389,12876.469,12876.779
2021-01-03 23:19:00,12876.619,12876.689,12875.619,12876.289
2021-01-03 23:20:00,12876.369,12876.909,12875.349,12875.379
2021-01-03 23:21:00,12875.389,12875.909,12874.429,12875.329
2021-01-03 23:22:00,12875.329,12875.329,12874.309,12874.989
2021-01-03 23:23:00,12874.747,12876.509,12874.649,12876.399
2021-01-03 23:24:00,12876.439,12876.439,12874.819,12874.969
2021-01-03 23:25:00,12875.189,12875.689,12874.719,12875.199
2021-01-03 23:26:00,12875.299,12876.209,12874.919,12875.479
2021-01-03 23:27:00,12875.669,12876.199,12875.139,12875.849
2021-01-03 23:28:00,12875.989,12876.399,12875.509,12876.189
2021-01-03 23:29:00,12876.679,12877.099,12876.119,12876.119
2021-01-03 23:30:00,12876.309,12877.219,12876.139,12877.139
2021-01-03 23:31:00,12877.309,12877.797,12876.429,12877.119
2021-01-03 23:32:00,12877.117,12877.219,12876.819,12876.909
2021-01-03 23:33:00,12876.957,12877.017,12875.129,12875.209
2021-01-03 23:34:00,12875.399,12875.399,12873.499,12874.419
2021-01-03 23:35:00,12874.477,12877.189,12873.279,12876.379
2021-01-03 23:36:00,12876.317,12879.089,12876.189,12878.449
2021-01-03 23:37:00,12878.689,12879.089,12877.919,12878.179
2021-01-03 23:38:00,12878.147,12878.289,12876.329,12876.829
2021-01-03 23:39:00,12876.399,12877.209,12876.179,12877.019
2021-01-03 23:40:00,12876.949,12876.999,12875.879,12875.929
2021-01-03 23:41:00,12875.629,12876.499,12875.629,12875.629
2021-01-03 23:42:00,12875.839,12876.589,12875.499,12876.259
2021-01-03 23:43:00,12876.149,12876.989,12875.959,12876.389
2021-01-03 23:44:00,12876.317,12876.709,12875.939,12876.199
2021-01-03 23:45:00,12876.299,12876.659,12873.829,12874.369
2021-01-03 23:46:00,12874.689,12875.899,12874.689,12875.409
2021-01-03 23:47:00,12875.729,12876.389,12874.879,12876.159
2021-01-03 23:48:00,12876.299,12877.189,12876.189,12876.769
2021-01-03 23:49:00,12876.767,12877.189,12875.919,12876.349
2021-01-03 23:50:00,12876.429,12876.989,12876.189,12876.629
2021-01-03 23:51:00,12876.617,12876.617,12873.939,12874.389
2021-01-03 23:52:00,12874.699,12875.899,12874.279,12875.229
2021-01-03 23:53:00,12875.307,12875.307,12873.829,12874.459
2021-01-03 23:54:00,12874.649,12874.689,12873.739,12874.639
2021-01-03 23:55:00,12874.809,12874.969,12873.919,12874.229
2021-01-03 23:56:00,12874.389,12876.399,12874.359,12875.789
2021-01-03 23:57:00,12875.839,12877.309,12875.839,12876.999
2021-01-03 23:58:00,12876.699,12877.089,12875.609,12876.329
2021-01-03 23:59:00,12876.709,12876.899,12875.629,12876.239
2021-01-04 00:00:00,12876.439,12876.487,12874.629,12874.709
2021-01-04 00:01:00,12874.679,12874.709,12873.329,12874.639
2021-01-04 00:02:00,12874.999,12877.199,12874.739,12876.339
2021-01-04 00:03:00,12876.459,12876.899,12874.309,12874.969
2021-01-04 00:04:00,12875.189,12875.689,12874.629,12875.499
2021-01-04 00:05:00,12875.319,12875.819,12874.809,12875.739
2021-01-04 00:06:00,12875.817,12876.499,12874.619,12875.189
2021-01-04 00:07:00,12874.927,12874.927,12873.339,12874.319
2021-01-04 00:08:00,12874.347,12875.399,12873.739,12875.389
2021-01-04 00:09:00,12875.187,12875.307,12874.749,12875.139
2021-01-04 00:10:00,12875.479,12875.889,12875.339,12875.669
2021-01-04 00:11:00,12875.689,12876.199,12874.609,12875.609
2021-01-04 00:12:00,12875.749,12876.099,12874.979,12875.469
2021-01-04 00:13:00,12875.519,12875.889,12874.819,12875.369
2021-01-04 00:14:00,12875.337,12876.699,12874.829,12876.339
2021-01-04 00:15:00,12876.357,12877.099,12875.499,12876.119
2021-01-04 00:16:00,12876.239,12876.309,12873.369,12873.409
2021-01-04 00:17:00,12873.509,12873.899,12872.309,12873.649
2021-01-04 00:18:00,12873.627,12874.489,12872.729,12873.489
2021-01-04 00:19:00,12873.377,12874.089,12872.719,12872.819
2021-01-04 00:20:00,12872.989,12873.399,12870.769,12871.179
2021-01-04 00:21:00,12871.019,12871.897,12869.809,12870.299
2021-01-04 00:22:00,12870.259,12870.797,12864.769,12866.829
2021-01-04 00:23:00,12866.939,12867.759,12865.939,12866.459
2021-01-04 00:24:00,12866.999,12867.889,12865.899,12866.279
2021-01-04 00:25:00,12866.337,12868.499,12866.337,12868.129
2021-01-04 00:26:00,12867.759,12868.909,12867.739,12868.909
2021-01-04 00:27:00,12868.919,12869.099,12867.979,12868.339
2021-01-04 00:28:00,12868.589,12869.199,12867.929,12869.159
2021-01-04 00:29:00,12869.329,12870.689,12869.119,12869.759
2021-01-04 00:30:00,12869.819,12869.997,12867.349,12867.929
2021-01-04 00:31:00,12867.937,12869.319,12867.339,12868.989
2021-01-04 00:32:00,12868.999,12869.399,12868.199,12868.859
2021-01-04 00:33:00,12869.019,12869.019,12865.879,12866.799
2021-01-04 00:34:00,12866.817,12867.509,12865.919,12867.479
2021-01-04 00:35:00,12867.437,12867.489,12865.929,12866.369
2021-01-04 00:36:00,12866.307,12867.889,12865.329,12867.719
2021-01-04 00:37:00,12867.389,12867.709,12866.719,12867.669
2021-01-04 00:38:00,12867.699,12867.999,12867.159,12867.719
2021-01-04 00:39:00,12867.379,12867.599,12865.879,12866.799
2021-01-04 00:40:00,12866.889,12867.099,12864.989,12865.429
2021-01-04 00:41:00,12865.447,12866.719,12865.329,12866.259
2021-01-04 00:42:00,12866.217,12866.217,12864.779,12865.309
2021-01-04 00:43:00,12865.267,12865.909,12864.869,12865.519
2021-01-04 00:44:00,12865.659,12866.499,12865.239,12865.649
2021-01-04 00:45:00,12865.599,12865.999,12863.679,12864.899
2021-01-04 00:46:00,12864.939,12864.969,12860.429,12861.669
2021-01-04 00:47:00,12861.779,12862.189,12860.429,12860.429
2021-01-04 00:48:00,12860.487,12861.199,12860.309,12860.809
2021-01-04 00:49:00,12860.717,12860.817,12859.929,12860.409
2021-01-04 00:50:00,12860.629,12862.209,12860.289,12861.709
2021-01-04 00:51:00,12861.709,12862.589,12861.679,12862.149
2021-01-04 00:52:00,12862.219,12863.809,12862.149,12863.179
2021-01-04 00:53:00,12863.147,12863.147,12861.169,12862.769
2021-01-04 00:54:00,12862.819,12866.189,12862.819,12864.879
2021-01-04 00:55:00,12864.857,12872.399,12864.769,12869.429
2021-01-04 00:56:00,12869.679,12870.399,12866.729,12867.479
2021-01-04 00:57:00,12867.429,12870.889,12867.309,12870.889
2021-01-04 00:58:00,12870.999,12871.517,12870.207,12870.649
2021-01-04 00:59:00,12870.759,12871.419,12869.869,12869.919
2021-01-04 01:00:00,12870.389,12872.639,12870.159,12871.399
2021-01-04 01:01:00,12871.819,12881.269,12871.409,12879.449
2021-01-04 01:02:00,12879.789,12880.499,12875.709,12876.689
